Radiopaedia embedding 50 dimensions
['#Benign_malignant']
['benign', 'malignant', 'fibroma', 'fibrosarcoma']   ('ossifying', 0.8148632689545494)
['ilium', 'bone', 'gracilis', 'muscle']   ('bacterium', 0.6424725182749471)
['ilium', 'bone', 'gracilis', 'muscle']   ('bacteria', 0.6418437429176728)
['ilium', 'bone', 'deltoid', 'muscle']   ('muscle', 0.7480588903122608)
['ilium', 'bone', 'infraspinatus', 'muscle'] Error - skipping
['ilium', 'bone', 'subscapularis', 'muscle']   ('muscle', 0.6725948173472845)
['ilium', 'bone', 'supraspinatus', 'muscle']   ('muscle', 0.7276372524150087)
['ilium', 'bone', 'triceps', 'muscle']   ('muscle', 0.7936743567922822)
['ilium', 'bone', 'biceps', 'muscle']   ('stomach', 0.7619038937591011)
['ilium', 'bone', 'biceps', 'muscle']   ('muscle', 0.7587899788764083)
['ilium', 'bone', 'brachialis', 'muscle']   ('muscle', 0.5955319965714377)
['ilium', 'bone', 'supinator', 'muscle'] Error - skipping
['ilium', 'bone', 'coracobrachialis', 'muscle'] Error - skipping
['ilium', 'bone', 'trapezius', 'muscle']   ('muscle', 0.7622227855585633)
['ilium', 'bone', 'anconeus', 'muscle'] Error - skipping
['ilium', 'bone', 'sternocleidomastoid', 'muscle']   ('muscle', 0.7645702749450323)
['ilium', 'bone', 'subclavius', 'muscle'] Error - skipping
['ilium', 'bone', 'soleus', 'muscle']   ('muscle', 0.6833792850599727)
['ilium', 'bone', 'sartorius', 'muscle']   ('endothelial', 0.6265957278699271)
['ilium', 'bone', 'sartorius', 'muscle']   ('parkinson', 0.6065237527175704)
['ilium', 'bone', 'sartorius', 'muscle']   ('staph', 0.6047339145298469)
['ilium', 'bone', 'iliacus', 'muscle'] Error - skipping
['patella', 'bone', 'gracilis', 'muscle']   ('aureus', 0.6801483750817512)
['patella', 'bone', 'gracilis', 'muscle']   ('staphylococcus', 0.6583881652476924)
['patella', 'bone', 'gracilis', 'muscle']   ('mutans', 0.5845926867250931)
['patella', 'bone', 'deltoid', 'muscle']   ('thugs-n-harmony', 0.6760643683977386)
['patella', 'bone', 'deltoid', 'muscle']   ('morphogenetic', 0.646944054343117)
['patella', 'bone', 'deltoid', 'muscle']   ('sphenoid', 0.6440648211857699)
['patella', 'bone', 'infraspinatus', 'muscle'] Error - skipping
['patella', 'bone', 'subscapularis', 'muscle']   ('thugs-n-harmony', 0.6556582717602736)
['patella', 'bone', 'subscapularis', 'muscle']   ('hyoid', 0.6413861284660878)
['patella', 'bone', 'subscapularis', 'muscle']   ('cancellous', 0.6364851262265845)
['patella', 'bone', 'supraspinatus', 'muscle']   ('hyoid', 0.685215125354653)
['patella', 'bone', 'supraspinatus', 'muscle']   ('thugs-n-harmony', 0.6799271542607023)
['patella', 'bone', 'supraspinatus', 'muscle']   ('cancellous', 0.6466258257988833)
['patella', 'bone', 'triceps', 'muscle']   ('muscle', 0.7365432694341713)
['patella', 'bone', 'biceps', 'muscle']   ('teeth', 0.7561485972029313)
['patella', 'bone', 'biceps', 'muscle']   ('ear', 0.7420981782628656)
['patella', 'bone', 'biceps', 'muscle']   ('bones', 0.7371751921743738)
['patella', 'bone', 'brachialis', 'muscle']   ('osteoporosis', 0.5647657314493509)
['patella', 'bone', 'brachialis', 'muscle']   ('trabecular', 0.5592906297520381)
['patella', 'bone', 'brachialis', 'muscle']   ('stents', 0.5433172572036186)
['patella', 'bone', 'supinator', 'muscle'] Error - skipping
['patella', 'bone', 'coracobrachialis', 'muscle'] Error - skipping
['patella', 'bone', 'trapezius', 'muscle']   ('calcium', 0.6333699013043707)
['patella', 'bone', 'trapezius', 'muscle']   ('grinders', 0.6195882284595214)
['patella', 'bone', 'trapezius', 'muscle']   ('tissues', 0.6080836761256311)
['patella', 'bone', 'anconeus', 'muscle'] Error - skipping
['patella', 'bone', 'sternocleidomastoid', 'muscle']   ('sphenoid', 0.6451430474096791)
['patella', 'bone', 'sternocleidomastoid', 'muscle']   ('trapezius', 0.6400438685581952)
['patella', 'bone', 'sternocleidomastoid', 'muscle']   ('thugs-n-harmony', 0.6206912349255416)
['patella', 'bone', 'subclavius', 'muscle'] Error - skipping
['patella', 'bone', 'soleus', 'muscle']   ('tissues', 0.5619096309215792)
['patella', 'bone', 'soleus', 'muscle']   ('metabolism', 0.559499890716158)
['patella', 'bone', 'soleus', 'muscle']   ('mastoid', 0.5594944838727138)
['patella', 'bone', 'sartorius', 'muscle']   ('glassmaker', 0.5776132279730403)
['patella', 'bone', 'sartorius', 'muscle']   ('osteoblasts', 0.5722681840582561)
['patella', 'bone', 'sartorius', 'muscle']   ('thugs-n-harmony', 0.5673788892070486)
['patella', 'bone', 'iliacus', 'muscle'] Error - skipping
['fibula', 'bone', 'gracilis', 'muscle']   ('purpurea', 0.6714747218069529)
['fibula', 'bone', 'gracilis', 'muscle']   ('aureus', 0.6608334156552892)
['fibula', 'bone', 'gracilis', 'muscle']   ('gigas', 0.6469382301984659)
['fibula', 'bone', 'deltoid', 'muscle']   ('adenylate', 0.6545206920743155)
['fibula', 'bone', 'deltoid', 'muscle']   ('stimulates', 0.6380355262378248)
['fibula', 'bone', 'deltoid', 'muscle']   ('muscle', 0.6337032943568183)
['fibula', 'bone', 'infraspinatus', 'muscle'] Error - skipping
['fibula', 'bone', 'subscapularis', 'muscle']   ('bizzy', 0.6388948169527857)
['fibula', 'bone', 'subscapularis', 'muscle']   ('thalassaemia', 0.623886672864447)
['fibula', 'bone', 'subscapularis', 'muscle']   ('cancellous', 0.6164585558678958)
['fibula', 'bone', 'supraspinatus', 'muscle']   ('stimulates', 0.6794532341913003)
['fibula', 'bone', 'supraspinatus', 'muscle']   ('muscle', 0.6432824016867073)
['fibula', 'bone', 'triceps', 'muscle']   ('muscle', 0.7227897015969613)
['fibula', 'bone', 'biceps', 'muscle']   ('bulging', 0.7048314020118089)
['fibula', 'bone', 'biceps', 'muscle']   ('muscle', 0.6849733322035181)
['fibula', 'bone', 'brachialis', 'muscle']   ('visclosky', 0.5891826928706438)
['fibula', 'bone', 'brachialis', 'muscle']   ('binswanger', 0.5786333253047506)
['fibula', 'bone', 'brachialis', 'muscle']   ('goldmark', 0.5759234190985364)
['fibula', 'bone', 'supinator', 'muscle'] Error - skipping
['fibula', 'bone', 'coracobrachialis', 'muscle'] Error - skipping
['fibula', 'bone', 'trapezius', 'muscle']   ('muscle', 0.6875378552635123)
['fibula', 'bone', 'anconeus', 'muscle'] Error - skipping
['fibula', 'bone', 'sternocleidomastoid', 'muscle']   ('muscle', 0.6771767270632504)
['fibula', 'bone', 'subclavius', 'muscle'] Error - skipping
['fibula', 'bone', 'soleus', 'muscle']   ('macrophages', 0.6003673053787664)
['fibula', 'bone', 'soleus', 'muscle']   ('stimulates', 0.5752383335335911)
['fibula', 'bone', 'soleus', 'muscle']   ('fibroblasts', 0.5723413665471768)
['fibula', 'bone', 'sartorius', 'muscle']   ('dendritic', 0.6348437536198945)
['fibula', 'bone', 'sartorius', 'muscle']   ('golvin', 0.6238619363091231)
['fibula', 'bone', 'sartorius', 'muscle']   ('adipose', 0.6237566213167957)
['fibula', 'bone', 'iliacus', 'muscle'] Error - skipping
['tibia', 'bone', 'gracilis', 'muscle']   ('aureus', 0.6881217378191906)
['tibia', 'bone', 'gracilis', 'muscle']   ('purpurea', 0.6707380979935639)
['tibia', 'bone', 'gracilis', 'muscle']   ('staphylococcus', 0.6203943412908731)
['tibia', 'bone', 'deltoid', 'muscle']   ('muscle', 0.6535125033392136)
['tibia', 'bone', 'infraspinatus', 'muscle'] Error - skipping
['tibia', 'bone', 'subscapularis', 'muscle']   ('glycogen', 0.6419337032591999)
['tibia', 'bone', 'subscapularis', 'muscle']   ('bizzy', 0.6004483891170332)
['tibia', 'bone', 'subscapularis', 'muscle']   ('thalassaemia', 0.5988869706613055)
['tibia', 'bone', 'supraspinatus', 'muscle']   ('glycogen', 0.6655736435290882)
['tibia', 'bone', 'supraspinatus', 'muscle']   ('muscle', 0.6508204251754822)
['tibia', 'bone', 'triceps', 'muscle']   ('muscle', 0.7268530714714698)
['tibia', 'bone', 'biceps', 'muscle']   ('bulging', 0.7137235080130213)
['tibia', 'bone', 'biceps', 'muscle']   ('muscle', 0.6845021109061029)
['tibia', 'bone', 'brachialis', 'muscle']   ('binswanger', 0.5859492643200137)
['tibia', 'bone', 'brachialis', 'muscle']   ('visclosky', 0.5826574869020913)
['tibia', 'bone', 'brachialis', 'muscle']   ('bobbye', 0.5680310252394948)
['tibia', 'bone', 'supinator', 'muscle'] Error - skipping
['tibia', 'bone', 'coracobrachialis', 'muscle'] Error - skipping
['tibia', 'bone', 'trapezius', 'muscle']   ('muscle', 0.7197066835609212)
['tibia', 'bone', 'anconeus', 'muscle'] Error - skipping
['tibia', 'bone', 'sternocleidomastoid', 'muscle']   ('muscle', 0.6919142355425771)
['tibia', 'bone', 'subclavius', 'muscle'] Error - skipping
['tibia', 'bone', 'soleus', 'muscle']   ('macrophages', 0.5759394494343789)
['tibia', 'bone', 'soleus', 'muscle']   ('neupogen', 0.5683396885114855)
['tibia', 'bone', 'soleus', 'muscle']   ('stimulates', 0.5658497704023655)
['tibia', 'bone', 'sartorius', 'muscle']   ('bartholin', 0.6347376277018144)
['tibia', 'bone', 'sartorius', 'muscle']   ('schwann', 0.6009114054344736)
['tibia', 'bone', 'sartorius', 'muscle']   ('golvin', 0.5963694572777173)
['tibia', 'bone', 'iliacus', 'muscle'] Error - skipping
['cuboid', 'bone', 'gracilis', 'muscle']   ('e.', 0.5722234245501985)
['cuboid', 'bone', 'gracilis', 'muscle']   ('myers', 0.569453241980394)
['cuboid', 'bone', 'gracilis', 'muscle']   ('corporal', 0.5580874997790035)
['cuboid', 'bone', 'deltoid', 'muscle']   ('muscle', 0.7659036937308138)
['cuboid', 'bone', 'infraspinatus', 'muscle'] Error - skipping
['cuboid', 'bone', 'subscapularis', 'muscle']   ('muscle', 0.6457303614435079)
['cuboid', 'bone', 'supraspinatus', 'muscle']   ('muscle', 0.6736703090416959)
['cuboid', 'bone', 'triceps', 'muscle']   ('shoulder', 0.8007546853110157)
['cuboid', 'bone', 'triceps', 'muscle']   ('knee', 0.7734296494683734)
['cuboid', 'bone', 'triceps', 'muscle']   ('tendon', 0.7613088289453358)
['cuboid', 'bone', 'biceps', 'muscle']   ('shoulder', 0.8248852845027637)
['cuboid', 'bone', 'biceps', 'muscle']   ('knee', 0.7945100464072861)
['cuboid', 'bone', 'biceps', 'muscle']   ('heel', 0.7765829898657275)
['cuboid', 'bone', 'brachialis', 'muscle']   ('shiver', 0.5732037346062675)
['cuboid', 'bone', 'brachialis', 'muscle']   ('krieger', 0.5692949401569092)
['cuboid', 'bone', 'brachialis', 'muscle']   ('muscle', 0.5582036964813123)
['cuboid', 'bone', 'supinator', 'muscle'] Error - skipping
['cuboid', 'bone', 'coracobrachialis', 'muscle'] Error - skipping
['cuboid', 'bone', 'trapezius', 'muscle']   ('muscle', 0.7484717086185357)
['cuboid', 'bone', 'anconeus', 'muscle'] Error - skipping
['cuboid', 'bone', 'sternocleidomastoid', 'muscle']   ('muscle', 0.719998330054715)
['cuboid', 'bone', 'subclavius', 'muscle'] Error - skipping
['cuboid', 'bone', 'soleus', 'muscle']   ('muscle', 0.6265597147762375)
['cuboid', 'bone', 'sartorius', 'muscle']   ('bragg', 0.6094837614483923)
['cuboid', 'bone', 'sartorius', 'muscle']   ('ad-din', 0.5734664046357498)
['cuboid', 'bone', 'sartorius', 'muscle']   ('livestrong', 0.5667870474395261)
['cuboid', 'bone', 'iliacus', 'muscle'] Error - skipping
['calcaneus', 'bone', 'gracilis', 'muscle']   ('liver', 0.6172960695761773)
['calcaneus', 'bone', 'gracilis', 'muscle']   ('organ', 0.6099269659082183)
['calcaneus', 'bone', 'gracilis', 'muscle']   ('p.', 0.5998408773588515)
['calcaneus', 'bone', 'deltoid', 'muscle']   ('muscle', 0.7501064357468563)
['calcaneus', 'bone', 'infraspinatus', 'muscle'] Error - skipping
['calcaneus', 'bone', 'subscapularis', 'muscle']   ('muscle', 0.7109401320212293)
['calcaneus', 'bone', 'supraspinatus', 'muscle']   ('muscle', 0.7237871882445288)
['calcaneus', 'bone', 'triceps', 'muscle']   ('elbow', 0.7564462840982592)
['calcaneus', 'bone', 'triceps', 'muscle']   ('shoulder', 0.7448523196196633)
['calcaneus', 'bone', 'triceps', 'muscle']   ('pain', 0.7316991322686164)
['calcaneus', 'bone', 'biceps', 'muscle']   ('shoulder', 0.7570502522817848)
['calcaneus', 'bone', 'biceps', 'muscle']   ('chest', 0.7486174415410872)
['calcaneus', 'bone', 'biceps', 'muscle']   ('elbow', 0.7363992236455776)
['calcaneus', 'bone', 'brachialis', 'muscle']   ('pain', 0.6082376430392752)
['calcaneus', 'bone', 'brachialis', 'muscle']   ('organ', 0.604529706803365)
['calcaneus', 'bone', 'brachialis', 'muscle']   ('cardiac', 0.5809971917413557)
['calcaneus', 'bone', 'supinator', 'muscle'] Error - skipping
['calcaneus', 'bone', 'coracobrachialis', 'muscle'] Error - skipping
['calcaneus', 'bone', 'trapezius', 'muscle']   ('muscle', 0.7744198821500785)
['calcaneus', 'bone', 'anconeus', 'muscle'] Error - skipping
['calcaneus', 'bone', 'sternocleidomastoid', 'muscle']   ('muscle', 0.7693064904863222)
['calcaneus', 'bone', 'subclavius', 'muscle'] Error - skipping
['calcaneus', 'bone', 'soleus', 'muscle']   ('muscle', 0.6584683062236127)
['calcaneus', 'bone', 'sartorius', 'muscle']   ('gene', 0.6012653374950522)
['calcaneus', 'bone', 'sartorius', 'muscle']   ('parkinson', 0.5874816996346075)
['calcaneus', 'bone', 'sartorius', 'muscle']   ('reverend', 0.583443891262871)
['calcaneus', 'bone', 'iliacus', 'muscle'] Error - skipping
['navicular', 'bone', 'gracilis', 'muscle']   ('p.', 0.5904744265513243)
['navicular', 'bone', 'gracilis', 'muscle']   ('"', 0.5720192262654061)
['navicular', 'bone', 'gracilis', 'muscle']   ('s.', 0.5595758220657263)
['navicular', 'bone', 'deltoid', 'muscle']   ('muscle', 0.7980769137801941)
['navicular', 'bone', 'infraspinatus', 'muscle'] Error - skipping
['navicular', 'bone', 'subscapularis', 'muscle']   ('muscle', 0.7552100582295863)
['navicular', 'bone', 'supraspinatus', 'muscle']   ('muscle', 0.7698346272939722)
['navicular', 'bone', 'triceps', 'muscle']   ('shoulder', 0.8178020896682103)
['navicular', 'bone', 'triceps', 'muscle']   ('elbow', 0.7971579969874608)
['navicular', 'bone', 'triceps', 'muscle']   ('knee', 0.7626607296188278)
['navicular', 'bone', 'biceps', 'muscle']   ('shoulder', 0.8170442329850401)
['navicular', 'bone', 'biceps', 'muscle']   ('nose', 0.7642291054575052)
['navicular', 'bone', 'biceps', 'muscle']   ('knee', 0.7611421468238447)
['navicular', 'bone', 'brachialis', 'muscle']   ('shiver', 0.6008719782027634)
['navicular', 'bone', 'brachialis', 'muscle']   ('swelling', 0.5740782504299375)
['navicular', 'bone', 'brachialis', 'muscle']   ('stata', 0.5676047130694141)
['navicular', 'bone', 'supinator', 'muscle'] Error - skipping
['navicular', 'bone', 'coracobrachialis', 'muscle'] Error - skipping
['navicular', 'bone', 'trapezius', 'muscle']   ('muscles', 0.830534362256693)
['navicular', 'bone', 'trapezius', 'muscle']   ('muscle', 0.8167343005551383)
['navicular', 'bone', 'anconeus', 'muscle'] Error - skipping
['navicular', 'bone', 'sternocleidomastoid', 'muscle']   ('muscle', 0.8211245652212623)
['navicular', 'bone', 'subclavius', 'muscle'] Error - skipping
['navicular', 'bone', 'soleus', 'muscle']   ('muscle', 0.6782079141451897)
['navicular', 'bone', 'sartorius', 'muscle']   ('cone', 0.6103490895026245)
['navicular', 'bone', 'sartorius', 'muscle']   ('lateral', 0.5863731087433449)
['navicular', 'bone', 'sartorius', 'muscle']   ('shear', 0.5819233223390498)
['navicular', 'bone', 'iliacus', 'muscle'] Error - skipping
['talus', 'bone', 'gracilis', 'muscle']   ('appendix', 0.623566602662673)
['talus', 'bone', 'gracilis', 'muscle']   ('lamb', 0.5824538304654766)
['talus', 'bone', 'gracilis', 'muscle']   ('shilang', 0.5793368534637225)
['talus', 'bone', 'deltoid', 'muscle']   ('quadriceps', 0.7332153397847303)
['talus', 'bone', 'deltoid', 'muscle']   ('triceps', 0.721902153488988)
['talus', 'bone', 'deltoid', 'muscle']   ('forearm', 0.7198395810232024)
['talus', 'bone', 'infraspinatus', 'muscle'] Error - skipping
['talus', 'bone', 'subscapularis', 'muscle']   ('quadriceps', 0.7169120473869945)
['talus', 'bone', 'subscapularis', 'muscle']   ('tendon', 0.6906537028970459)
['talus', 'bone', 'subscapularis', 'muscle']   ('tendons', 0.6836422173290554)
['talus', 'bone', 'supraspinatus', 'muscle']   ('quadriceps', 0.7787654762125978)
['talus', 'bone', 'supraspinatus', 'muscle']   ('tendon', 0.7437993857056714)
['talus', 'bone', 'supraspinatus', 'muscle']   ('forearm', 0.7183938751896592)
['talus', 'bone', 'triceps', 'muscle']   ('forearm', 0.7569056168324605)
['talus', 'bone', 'triceps', 'muscle']   ('biceps', 0.7474612999088402)
['talus', 'bone', 'triceps', 'muscle']   ('quadriceps', 0.7407840781917978)
['talus', 'bone', 'biceps', 'muscle']   ('forearm', 0.7695930674333793)
['talus', 'bone', 'biceps', 'muscle']   ('shoulder', 0.7560170522482536)
['talus', 'bone', 'biceps', 'muscle']   ('tendon', 0.7481350621711277)
['talus', 'bone', 'brachialis', 'muscle']   ('femoris', 0.6859183641119919)
['talus', 'bone', 'brachialis', 'muscle']   ('huckabees', 0.6429368409980528)
['talus', 'bone', 'brachialis', 'muscle']   ('biceps', 0.6234280456151374)
['talus', 'bone', 'supinator', 'muscle'] Error - skipping
['talus', 'bone', 'coracobrachialis', 'muscle'] Error - skipping
['talus', 'bone', 'trapezius', 'muscle']   ('muscles', 0.7531495763072266)
['talus', 'bone', 'trapezius', 'muscle']   ('muscle', 0.7274156511755376)
['talus', 'bone', 'anconeus', 'muscle'] Error - skipping
['talus', 'bone', 'sternocleidomastoid', 'muscle']   ('quadriceps', 0.7146779185833764)
['talus', 'bone', 'sternocleidomastoid', 'muscle']   ('muscle', 0.6930043067138351)
['talus', 'bone', 'subclavius', 'muscle'] Error - skipping
['talus', 'bone', 'soleus', 'muscle']   ('quadriceps', 0.6919206180658709)
['talus', 'bone', 'soleus', 'muscle']   ('muscles', 0.6724756877896718)
['talus', 'bone', 'soleus', 'muscle']   ('trapezius', 0.6616765581732448)
['talus', 'bone', 'sartorius', 'muscle']   ('metatarsal', 0.6439032087130552)
['talus', 'bone', 'sartorius', 'muscle']   ('quadriceps', 0.6417923230777052)
['talus', 'bone', 'sartorius', 'muscle']   ('gehrig', 0.630916728067177)
['talus', 'bone', 'iliacus', 'muscle'] Error - skipping
['femur', 'bone', 'gracilis', 'muscle']   ('aureus', 0.7079700319581386)
['femur', 'bone', 'gracilis', 'muscle']   ('purpurea', 0.6961540274887175)
['femur', 'bone', 'gracilis', 'muscle']   ('staphylococcus', 0.6640199652391285)
['femur', 'bone', 'deltoid', 'muscle']   ('adenylate', 0.6879350687213248)
['femur', 'bone', 'deltoid', 'muscle']   ('muscle', 0.6690125815835621)
['femur', 'bone', 'infraspinatus', 'muscle'] Error - skipping
['femur', 'bone', 'subscapularis', 'muscle']   ('thalassaemia', 0.660310029149134)
['femur', 'bone', 'subscapularis', 'muscle']   ('glycogen', 0.6479769759603009)
['femur', 'bone', 'subscapularis', 'muscle']   ('psoas', 0.6100037752515758)
['femur', 'bone', 'supraspinatus', 'muscle']   ('subscapularis', 0.6886951887190046)
['femur', 'bone', 'supraspinatus', 'muscle']   ('glycogen', 0.6627336450573444)
['femur', 'bone', 'supraspinatus', 'muscle']   ('myoblasts', 0.6356966537456312)
['femur', 'bone', 'triceps', 'muscle']   ('muscle', 0.7483486519108888)
['femur', 'bone', 'biceps', 'muscle']   ('muscle', 0.7296122350509314)
['femur', 'bone', 'brachialis', 'muscle']   ('sogaard', 0.5829865682859142)
['femur', 'bone', 'brachialis', 'muscle']   ('binswanger', 0.5819203454239037)
['femur', 'bone', 'brachialis', 'muscle']   ('brötzmann', 0.5728093038418847)
['femur', 'bone', 'supinator', 'muscle'] Error - skipping
['femur', 'bone', 'coracobrachialis', 'muscle'] Error - skipping
['femur', 'bone', 'trapezius', 'muscle']   ('muscle', 0.7316585697370865)
['femur', 'bone', 'anconeus', 'muscle'] Error - skipping
['femur', 'bone', 'sternocleidomastoid', 'muscle']   ('glycogen', 0.7029509846649491)
['femur', 'bone', 'sternocleidomastoid', 'muscle']   ('muscle', 0.6900365482519604)
['femur', 'bone', 'subclavius', 'muscle'] Error - skipping
['femur', 'bone', 'soleus', 'muscle']   ('macrophages', 0.637830511318836)
['femur', 'bone', 'soleus', 'muscle']   ('glycogen', 0.5995353535938309)
['femur', 'bone', 'soleus', 'muscle']   ('stimulates', 0.5989067696225255)
['femur', 'bone', 'sartorius', 'muscle']   ('bartholin', 0.6199780867934385)
['femur', 'bone', 'sartorius', 'muscle']   ('golvin', 0.6189846896117651)
['femur', 'bone', 'sartorius', 'muscle']   ('schwann', 0.6148405899023908)
['femur', 'bone', 'iliacus', 'muscle'] Error - skipping
['#Inflammation_location']
['pneumonia', 'lung', 'encephalitis', 'brain']   ('sickle', 0.6797671594166824)
['pneumonia', 'lung', 'encephalitis', 'brain']   ('anemia', 0.6533748511325277)
['pneumonia', 'lung', 'encephalitis', 'brain']   ('sclerosis', 0.6521329648758902)
['pneumonia', 'lung', 'meningitis', 'meninges']   ('spinal', 0.7285211029548564)
['pneumonia', 'lung', 'meningitis', 'meninges']   ('kidney', 0.722263217471998)
['pneumonia', 'lung', 'meningitis', 'meninges']   ('osteoporosis', 0.7213110344493865)
['pneumonia', 'lung', 'myocarditis', 'heart']   ('spasticity', 0.7307019921166608)
['pneumonia', 'lung', 'myocarditis', 'heart']   ('ischemia', 0.7237528962323962)
['pneumonia', 'lung', 'myocarditis', 'heart']   ('thyroid', 0.7169794326667477)
['pneumonia', 'lung', 'endocarditis', 'heart']   ('platelets', 0.6779572427773606)
['pneumonia', 'lung', 'endocarditis', 'heart']   ('osteomyelitis', 0.6701183090526617)
['pneumonia', 'lung', 'endocarditis', 'heart']   ('intracranial', 0.6629474741507472)
['pneumonia', 'lung', 'pericarditis', 'heart']   ('oxygenation', 0.6854747014286944)
['pneumonia', 'lung', 'pericarditis', 'heart']   ('surfactant', 0.6583439318155928)
['pneumonia', 'lung', 'pericarditis', 'heart']   ('intracranial', 0.6545784494582515)
['pneumonia', 'lung', 'cystitis', 'bladder']   ('small-cell', 0.7307618575139123)
['pneumonia', 'lung', 'cystitis', 'bladder']   ('prolapse', 0.6973697651328764)
['pneumonia', 'lung', 'cystitis', 'bladder']   ('interstitial', 0.6785498966068658)
['pneumonia', 'lung', 'pyelonephritis', 'kidney']   ('hypoperfusion', 0.7443200449306264)
['pneumonia', 'lung', 'pyelonephritis', 'kidney']   ('vasculature', 0.7078182705367134)
['pneumonia', 'lung', 'pyelonephritis', 'kidney']   ('calcification', 0.7073422458164265)
['pneumonia', 'lung', 'colitis', 'colon']   ('ulcerative', 0.774271010050887)
['pneumonia', 'lung', 'colitis', 'colon']   ('medullary', 0.7159852836014307)
['pneumonia', 'lung', 'colitis', 'colon']   ('crohn', 0.7116593614363967)
['pneumonia', 'lung', 'gastritis', 'stomach']   ('tiriac', 0.697919790503999)
['pneumonia', 'lung', 'gastritis', 'stomach']   ('osteomyelitis', 0.683532103335085)
['pneumonia', 'lung', 'gastritis', 'stomach']   ('intracranial', 0.6834676617570021)
['pneumonia', 'lung', 'esophagitis', 'esophagus']   ('yohimbine', 0.7431972704547362)
['pneumonia', 'lung', 'esophagitis', 'esophagus']   ('phosphide', 0.7291901051722194)
['pneumonia', 'lung', 'esophagitis', 'esophagus']   ('tegid', 0.7285591811227485)
['pneumonia', 'lung', 'impetigo', 'skin']   ('sarcomas', 0.7261290688354519)
['pneumonia', 'lung', 'impetigo', 'skin']   ('khui', 0.7067110898332731)
['pneumonia', 'lung', 'impetigo', 'skin']   ('catmint', 0.6914022700098781)
['pneumonia', 'lung', 'erysipelas', 'skin']   ('oedema', 0.7457533610183891)
['pneumonia', 'lung', 'erysipelas', 'skin']   ('perfusion', 0.7354766270092354)
['pneumonia', 'lung', 'erysipelas', 'skin']   ('excitability', 0.7081187930063209)
['pneumonia', 'lung', 'cellulitis', 'skin']   ('glial', 0.6802117301079447)
['pneumonia', 'lung', 'cellulitis', 'skin']   ('splints', 0.6800912911639779)
['pneumonia', 'lung', 'cellulitis', 'skin']   ('extendable', 0.673033665858708)
['pneumonia', 'lung', 'dermatitis', 'skin']   ('atopic', 0.7710010115598412)
['pneumonia', 'lung', 'dermatitis', 'skin']   ('eczema', 0.7049209251465871)
['pneumonia', 'lung', 'dermatitis', 'skin']   ('hydrocephalus', 0.6906726688527661)
['pneumonia', 'lung', 'osteomyelitis', 'bone']   ('resorption', 0.7230611638044677)
['pneumonia', 'lung', 'osteomyelitis', 'bone']   ('columellar', 0.6974253351202202)
['pneumonia', 'lung', 'osteomyelitis', 'bone']   ('autologous', 0.681185650217759)
['pneumonia', 'lung', 'pancreatitis', 'pancreas']   ('fibrosis', 0.7336066181991692)
['pneumonia', 'lung', 'pancreatitis', 'pancreas']   ('hydrocephalus', 0.7306226548374064)
['pneumonia', 'lung', 'pancreatitis', 'pancreas']   ('insufficiency', 0.7265490088605857)
['pneumonia', 'lung', 'prostatitis', 'prostate']   ('papillary', 0.6964312679627326)
['pneumonia', 'lung', 'prostatitis', 'prostate']   ('hypocalcemia', 0.6849466274087962)
['pneumonia', 'lung', 'prostatitis', 'prostate']   ('corneal', 0.6817500411759224)
['pneumonia', 'lung', 'otitis', 'ear']   ('dab', 0.6898442219430471)
['pneumonia', 'lung', 'otitis', 'ear']   ('dichter', 0.6443603710699133)
['pneumonia', 'lung', 'otitis', 'ear']   ('sns', 0.6354511560008888)
['pneumonia', 'lung', 'pharyngitis', 'pharynx']   ('conductance', 0.7191515696332134)
['pneumonia', 'lung', 'pharyngitis', 'pharynx']   ('streptococcal', 0.71555942352986)
['pneumonia', 'lung', 'pharyngitis', 'pharynx']   ('biaxial', 0.6558395549662304)
['pneumonia', 'lung', 'laryngitis', 'larynx']   ('gastric', 0.6683826033674163)
['pneumonia', 'lung', 'laryngitis', 'larynx']   ('synching', 0.6566775443501158)
['pneumonia', 'lung', 'laryngitis', 'larynx']   ('bladder', 0.6553559331809898)
['pneumonia', 'lung', 'epiglottitis', 'epiglottis'] Error - skipping
['pneumonia', 'lung', 'cheilitis', 'lip']   ('angular', 0.6716839112611355)
['pneumonia', 'lung', 'cheilitis', 'lip']   ('pulley', 0.6601710983343386)
['pneumonia', 'lung', 'cheilitis', 'lip']   ('permeability', 0.6467405995048451)
['pneumonia', 'lung', 'appendicitis', 'appendix']   ('bladder', 0.7422494182970968)
['pneumonia', 'lung', 'appendicitis', 'appendix']   ('aneurysm', 0.7265396932254826)
['pneumonia', 'lung', 'appendicitis', 'appendix']   ('gallbladder', 0.6916571212916448)
['pneumonia', 'lung', 'hepatitis', 'liver']   ('diabetes', 0.752464725072992)
['pneumonia', 'lung', 'hepatitis', 'liver']   ('hemophilia', 0.738709059405422)
['pneumonia', 'lung', 'hepatitis', 'liver']   ('infection', 0.7262507680585777)
['pneumonia', 'lung', 'cholecystitis', 'gallbladder']   ('idiopathic', 0.7000147085233365)
['pneumonia', 'lung', 'cholecystitis', 'gallbladder']   ('splints', 0.6964145469916755)
['pneumonia', 'lung', 'cholecystitis', 'gallbladder']   ('stannous', 0.6818027287598487)
['pneumonia', 'lung', 'mastitis', 'breast']   ('endometrial', 0.7696518977100973)
