#Benign_malignant
benign,malignant,fibroma,fibrosarcoma
talus,bone,supraspinatus,muscle
talus,bone,triceps,muscle
talus,bone,biceps,muscle
talus,bone,brachialis,muscle
talus,bone,supinator,muscle
talus,bone,coracobrachialis,muscle
talus,bone,trapezius,muscle
talus,bone,anconeus,muscle
talus,bone,sternocleidomastoid,muscle
talus,bone,subclavius,muscle
talus,bone,soleus,muscle
talus,bone,sartorius,muscle
talus,bone,iliacus,muscle
femur,bone,gracilis,muscle
femur,bone,deltoid,muscle
femur,bone,infraspinatus,muscle
femur,bone,subscapularis,muscle
femur,bone,supraspinatus,muscle
femur,bone,triceps,muscle
femur,bone,biceps,muscle
femur,bone,brachialis,muscle
femur,bone,supinator,muscle
femur,bone,coracobrachialis,muscle
femur,bone,trapezius,muscle
femur,bone,anconeus,muscle
femur,bone,sternocleidomastoid,muscle
femur,bone,subclavius,muscle
femur,bone,soleus,muscle
femur,bone,sartorius,muscle
femur,bone,iliacus,muscle
#Inflammation_location
pneumonia,lung,encephalitis,brain
pneumonia,lung,meningitis,meninges
pneumonia,lung,myocarditis,heart
pneumonia,lung,endocarditis,heart
pneumonia,lung,pericarditis,heart
pneumonia,lung,cystitis,bladder
pneumonia,lung,pyelonephritis,kidney
pneumonia,lung,colitis,colon
pneumonia,lung,gastritis,stomach
pneumonia,lung,esophagitis,esophagus
pneumonia,lung,impetigo,skin
pneumonia,lung,erysipelas,skin
pneumonia,lung,cellulitis,skin
pneumonia,lung,dermatitis,skin
pneumonia,lung,osteomyelitis,bone
pneumonia,lung,pancreatitis,pancreas
pneumonia,lung,prostatitis,prostate
pneumonia,lung,otitis,ear
pneumonia,lung,pharyngitis,pharynx
pneumonia,lung,laryngitis,larynx
pneumonia,lung,epiglottitis,epiglottis
pneumonia,lung,cheilitis,lip
pneumonia,lung,appendicitis,appendix
pneumonia,lung,hepatitis,liver
pneumonia,lung,cholecystitis,gallbladder
pneumonia,lung,mastitis,breast
pneumonia,lung,endometritis,uterus
pneumonitis,lung,encephalitis,brain
pneumonitis,lung,meningitis,meninges
pneumonitis,lung,myocarditis,heart
pneumonitis,lung,endocarditis,heart
pneumonitis,lung,pericarditis,heart
pneumonitis,lung,cystitis,bladder
pneumonitis,lung,pyelonephritis,kidney
pneumonitis,lung,colitis,colon
pneumonitis,lung,gastritis,stomach
pneumonitis,lung,esophagitis,esophagus
pneumonitis,lung,impetigo,skin
pneumonitis,lung,erysipelas,skin
pneumonitis,lung,cellulitis,skin
pneumonitis,lung,dermatitis,skin
pneumonitis,lung,osteomyelitis,bone
pneumonitis,lung,pancreatitis,pancreas
pneumonitis,lung,prostatitis,prostate
pneumonitis,lung,otitis,ear
pneumonitis,lung,pharyngitis,pharynx
pneumonitis,lung,laryngitis,larynx
pneumonitis,lung,epiglottitis,epiglottis
pneumonitis,lung,cheilitis,lip
pneumonitis,lung,appendicitis,appendix
pneumonitis,lung,hepatitis,liver
pneumonitis,lung,cholecystitis,gallbladder
pneumonitis,lung,mastitis,breast
pneumonitis,lung,endometritis,uterus
encephalitis,brain,meningitis,meninges
encephalitis,brain,myocarditis,heart
encephalitis,brain,endocarditis,heart
encephalitis,brain,pericarditis,heart
encephalitis,brain,cystitis,bladder
encephalitis,brain,pyelonephritis,kidney
encephalitis,brain,colitis,colon
encephalitis,brain,gastritis,stomach
encephalitis,brain,esophagitis,esophagus
encephalitis,brain,impetigo,skin
encephalitis,brain,erysipelas,skin
encephalitis,brain,cellulitis,skin
encephalitis,brain,dermatitis,skin
encephalitis,brain,osteomyelitis,bone
encephalitis,brain,pancreatitis,pancreas
encephalitis,brain,prostatitis,prostate
encephalitis,brain,otitis,ear
encephalitis,brain,pharyngitis,pharynx
encephalitis,brain,laryngitis,larynx
encephalitis,brain,epiglottitis,epiglottis
encephalitis,brain,cheilitis,lip
encephalitis,brain,appendicitis,appendix
encephalitis,brain,hepatitis,liver
encephalitis,brain,cholecystitis,gallbladder
encephalitis,brain,mastitis,breast
encephalitis,brain,endometritis,uterus
meningitis,meninges,myocarditis,heart
meningitis,meninges,endocarditis,heart
meningitis,meninges,pericarditis,heart
meningitis,meninges,cystitis,bladder
meningitis,meninges,pyelonephritis,kidney
meningitis,meninges,colitis,colon
meningitis,meninges,gastritis,stomach
meningitis,meninges,esophagitis,esophagus
meningitis,meninges,impetigo,skin
meningitis,meninges,erysipelas,skin
meningitis,meninges,cellulitis,skin
meningitis,meninges,dermatitis,skin
meningitis,meninges,osteomyelitis,bone
meningitis,meninges,pancreatitis,pancreas
meningitis,meninges,prostatitis,prostate
meningitis,meninges,otitis,ear
meningitis,meninges,pharyngitis,pharynx
meningitis,meninges,laryngitis,larynx
meningitis,meninges,epiglottitis,epiglottis
meningitis,meninges,cheilitis,lip
meningitis,meninges,appendicitis,appendix
meningitis,meninges,hepatitis,liver
meningitis,meninges,cholecystitis,gallbladder
meningitis,meninges,mastitis,breast
meningitis,meninges,endometritis,uterus
myocarditis,heart,cystitis,bladder
myocarditis,heart,pyelonephritis,kidney
myocarditis,heart,colitis,colon
myocarditis,heart,gastritis,stomach
myocarditis,heart,esophagitis,esophagus
myocarditis,heart,impetigo,skin
myocarditis,heart,erysipelas,skin
myocarditis,heart,cellulitis,skin
myocarditis,heart,dermatitis,skin
myocarditis,heart,osteomyelitis,bone
myocarditis,heart,pancreatitis,pancreas
myocarditis,heart,prostatitis,prostate
myocarditis,heart,otitis,ear
myocarditis,heart,pharyngitis,pharynx
myocarditis,heart,laryngitis,larynx
myocarditis,heart,epiglottitis,epiglottis
myocarditis,heart,cheilitis,lip
myocarditis,heart,appendicitis,appendix
myocarditis,heart,hepatitis,liver
myocarditis,heart,cholecystitis,gallbladder
myocarditis,heart,mastitis,breast
myocarditis,heart,endometritis,uterus
endocarditis,heart,cystitis,bladder
endocarditis,heart,pyelonephritis,kidney
endocarditis,heart,colitis,colon
endocarditis,heart,gastritis,stomach
endocarditis,heart,esophagitis,esophagus
endocarditis,heart,impetigo,skin
endocarditis,heart,erysipelas,skin
endocarditis,heart,cellulitis,skin
endocarditis,heart,dermatitis,skin
endocarditis,heart,osteomyelitis,bone
endocarditis,heart,pancreatitis,pancreas
endocarditis,heart,prostatitis,prostate
endocarditis,heart,otitis,ear
endocarditis,heart,pharyngitis,pharynx
endocarditis,heart,laryngitis,larynx
endocarditis,heart,epiglottitis,epiglottis
endocarditis,heart,cheilitis,lip
endocarditis,heart,appendicitis,appendix
endocarditis,heart,hepatitis,liver
endocarditis,heart,cholecystitis,gallbladder
endocarditis,heart,mastitis,breast
endocarditis,heart,endometritis,uterus
pericarditis,heart,cystitis,bladder
pericarditis,heart,pyelonephritis,kidney
pericarditis,heart,colitis,colon
pericarditis,heart,gastritis,stomach
pericarditis,heart,esophagitis,esophagus
pericarditis,heart,impetigo,skin
pericarditis,heart,erysipelas,skin
pericarditis,heart,cellulitis,skin
pericarditis,heart,dermatitis,skin
pericarditis,heart,osteomyelitis,bone
pericarditis,heart,pancreatitis,pancreas
pericarditis,heart,prostatitis,prostate
pericarditis,heart,otitis,ear
pericarditis,heart,pharyngitis,pharynx
pericarditis,heart,laryngitis,larynx
pericarditis,heart,epiglottitis,epiglottis
pericarditis,heart,cheilitis,lip
pericarditis,heart,appendicitis,appendix
pericarditis,heart,hepatitis,liver
pericarditis,heart,cholecystitis,gallbladder
pericarditis,heart,mastitis,breast
pericarditis,heart,endometritis,uterus
cystitis,bladder,pyelonephritis,kidney
cystitis,bladder,colitis,colon
cystitis,bladder,gastritis,stomach
cystitis,bladder,esophagitis,esophagus
cystitis,bladder,impetigo,skin
cystitis,bladder,erysipelas,skin
cystitis,bladder,cellulitis,skin
cystitis,bladder,dermatitis,skin
cystitis,bladder,osteomyelitis,bone
cystitis,bladder,pancreatitis,pancreas
cystitis,bladder,prostatitis,prostate
cystitis,bladder,otitis,ear
cystitis,bladder,pharyngitis,pharynx
cystitis,bladder,laryngitis,larynx
cystitis,bladder,epiglottitis,epiglottis
cystitis,bladder,cheilitis,lip
cystitis,bladder,appendicitis,appendix
cystitis,bladder,hepatitis,liver
cystitis,bladder,cholecystitis,gallbladder
cystitis,bladder,mastitis,breast
cystitis,bladder,endometritis,uterus
pyelonephritis,kidney,colitis,colon
pyelonephritis,kidney,gastritis,stomach
pyelonephritis,kidney,esophagitis,esophagus
pyelonephritis,kidney,impetigo,skin
pyelonephritis,kidney,erysipelas,skin
pyelonephritis,kidney,cellulitis,skin
pyelonephritis,kidney,dermatitis,skin
pyelonephritis,kidney,osteomyelitis,bone
pyelonephritis,kidney,pancreatitis,pancreas
pyelonephritis,kidney,prostatitis,prostate
pyelonephritis,kidney,otitis,ear
pyelonephritis,kidney,pharyngitis,pharynx
pyelonephritis,kidney,laryngitis,larynx
pyelonephritis,kidney,epiglottitis,epiglottis
pyelonephritis,kidney,cheilitis,lip
pyelonephritis,kidney,appendicitis,appendix
pyelonephritis,kidney,hepatitis,liver
pyelonephritis,kidney,cholecystitis,gallbladder
pyelonephritis,kidney,mastitis,breast
pyelonephritis,kidney,endometritis,uterus
colitis,colon,gastritis,stomach
colitis,colon,esophagitis,esophagus
colitis,colon,impetigo,skin
colitis,colon,erysipelas,skin
colitis,colon,cellulitis,skin
colitis,colon,dermatitis,skin
colitis,colon,osteomyelitis,bone
colitis,colon,pancreatitis,pancreas
colitis,colon,prostatitis,prostate
colitis,colon,otitis,ear
colitis,colon,pharyngitis,pharynx
colitis,colon,laryngitis,larynx
colitis,colon,epiglottitis,epiglottis
colitis,colon,cheilitis,lip
colitis,colon,appendicitis,appendix
colitis,colon,hepatitis,liver
colitis,colon,cholecystitis,gallbladder
colitis,colon,mastitis,breast
colitis,colon,endometritis,uterus
gastritis,stomach,esophagitis,esophagus
gastritis,stomach,impetigo,skin
gastritis,stomach,erysipelas,skin
gastritis,stomach,cellulitis,skin
gastritis,stomach,dermatitis,skin
gastritis,stomach,osteomyelitis,bone
gastritis,stomach,pancreatitis,pancreas
gastritis,stomach,prostatitis,prostate
gastritis,stomach,otitis,ear
gastritis,stomach,pharyngitis,pharynx
gastritis,stomach,laryngitis,larynx
gastritis,stomach,epiglottitis,epiglottis
gastritis,stomach,cheilitis,lip
gastritis,stomach,appendicitis,appendix
gastritis,stomach,hepatitis,liver
gastritis,stomach,cholecystitis,gallbladder
gastritis,stomach,mastitis,breast
gastritis,stomach,endometritis,uterus
esophagitis,esophagus,impetigo,skin
esophagitis,esophagus,erysipelas,skin
esophagitis,esophagus,cellulitis,skin
esophagitis,esophagus,dermatitis,skin
esophagitis,esophagus,osteomyelitis,bone
esophagitis,esophagus,pancreatitis,pancreas
esophagitis,esophagus,prostatitis,prostate
esophagitis,esophagus,otitis,ear
esophagitis,esophagus,pharyngitis,pharynx
esophagitis,esophagus,laryngitis,larynx
esophagitis,esophagus,epiglottitis,epiglottis
esophagitis,esophagus,cheilitis,lip
esophagitis,esophagus,appendicitis,appendix
esophagitis,esophagus,hepatitis,liver
esophagitis,esophagus,cholecystitis,gallbladder
esophagitis,esophagus,mastitis,breast
esophagitis,esophagus,endometritis,uterus
impetigo,skin,osteomyelitis,bone
impetigo,skin,pancreatitis,pancreas
impetigo,skin,prostatitis,prostate
impetigo,skin,otitis,ear
impetigo,skin,pharyngitis,pharynx
impetigo,skin,laryngitis,larynx
impetigo,skin,epiglottitis,epiglottis
impetigo,skin,cheilitis,lip
impetigo,skin,appendicitis,appendix
impetigo,skin,hepatitis,liver
impetigo,skin,cholecystitis,gallbladder
impetigo,skin,mastitis,breast
impetigo,skin,endometritis,uterus
erysipelas,skin,osteomyelitis,bone
erysipelas,skin,pancreatitis,pancreas
erysipelas,skin,prostatitis,prostate
erysipelas,skin,otitis,ear
erysipelas,skin,pharyngitis,pharynx
erysipelas,skin,laryngitis,larynx
erysipelas,skin,epiglottitis,epiglottis
erysipelas,skin,cheilitis,lip
erysipelas,skin,appendicitis,appendix
erysipelas,skin,hepatitis,liver
erysipelas,skin,cholecystitis,gallbladder
erysipelas,skin,mastitis,breast
erysipelas,skin,endometritis,uterus
cellulitis,skin,osteomyelitis,bone
cellulitis,skin,pancreatitis,pancreas
cellulitis,skin,prostatitis,prostate
cellulitis,skin,otitis,ear
cellulitis,skin,pharyngitis,pharynx
cellulitis,skin,laryngitis,larynx
cellulitis,skin,epiglottitis,epiglottis
cellulitis,skin,cheilitis,lip
cellulitis,skin,appendicitis,appendix
cellulitis,skin,hepatitis,liver
cellulitis,skin,cholecystitis,gallbladder
cellulitis,skin,mastitis,breast
cellulitis,skin,endometritis,uterus
dermatitis,skin,osteomyelitis,bone
dermatitis,skin,pancreatitis,pancreas
dermatitis,skin,prostatitis,prostate
dermatitis,skin,otitis,ear
dermatitis,skin,pharyngitis,pharynx
dermatitis,skin,laryngitis,larynx
dermatitis,skin,epiglottitis,epiglottis
dermatitis,skin,cheilitis,lip
dermatitis,skin,appendicitis,appendix
dermatitis,skin,hepatitis,liver
dermatitis,skin,cholecystitis,gallbladder
dermatitis,skin,mastitis,breast
dermatitis,skin,endometritis,uterus
osteomyelitis,bone,pancreatitis,pancreas
osteomyelitis,bone,prostatitis,prostate
osteomyelitis,bone,otitis,ear
osteomyelitis,bone,pharyngitis,pharynx
osteomyelitis,bone,laryngitis,larynx
osteomyelitis,bone,epiglottitis,epiglottis
osteomyelitis,bone,cheilitis,lip
osteomyelitis,bone,appendicitis,appendix
osteomyelitis,bone,hepatitis,liver
osteomyelitis,bone,cholecystitis,gallbladder
osteomyelitis,bone,mastitis,breast
osteomyelitis,bone,endometritis,uterus
pancreatitis,pancreas,prostatitis,prostate
pancreatitis,pancreas,otitis,ear
pancreatitis,pancreas,pharyngitis,pharynx
pancreatitis,pancreas,laryngitis,larynx
pancreatitis,pancreas,epiglottitis,epiglottis
pancreatitis,pancreas,cheilitis,lip
pancreatitis,pancreas,appendicitis,appendix
pancreatitis,pancreas,hepatitis,liver
pancreatitis,pancreas,cholecystitis,gallbladder
pancreatitis,pancreas,mastitis,breast
pancreatitis,pancreas,endometritis,uterus
prostatitis,prostate,otitis,ear
prostatitis,prostate,pharyngitis,pharynx
prostatitis,prostate,laryngitis,larynx
prostatitis,prostate,epiglottitis,epiglottis
prostatitis,prostate,cheilitis,lip
prostatitis,prostate,appendicitis,appendix
prostatitis,prostate,hepatitis,liver
prostatitis,prostate,cholecystitis,gallbladder
prostatitis,prostate,mastitis,breast
prostatitis,prostate,endometritis,uterus
otitis,ear,pharyngitis,pharynx
otitis,ear,laryngitis,larynx
otitis,ear,epiglottitis,epiglottis
otitis,ear,cheilitis,lip
otitis,ear,appendicitis,appendix
otitis,ear,hepatitis,liver
otitis,ear,cholecystitis,gallbladder
otitis,ear,mastitis,breast
otitis,ear,endometritis,uterus
pharyngitis,pharynx,laryngitis,larynx
pharyngitis,pharynx,epiglottitis,epiglottis
pharyngitis,pharynx,cheilitis,lip
pharyngitis,pharynx,appendicitis,appendix
pharyngitis,pharynx,hepatitis,liver
pharyngitis,pharynx,cholecystitis,gallbladder
pharyngitis,pharynx,mastitis,breast
pharyngitis,pharynx,endometritis,uterus
laryngitis,larynx,epiglottitis,epiglottis
laryngitis,larynx,cheilitis,lip
laryngitis,larynx,appendicitis,appendix
laryngitis,larynx,hepatitis,liver
laryngitis,larynx,cholecystitis,gallbladder
laryngitis,larynx,mastitis,breast
laryngitis,larynx,endometritis,uterus
epiglottitis,epiglottis,cheilitis,lip
epiglottitis,epiglottis,appendicitis,appendix
epiglottitis,epiglottis,hepatitis,liver
epiglottitis,epiglottis,cholecystitis,gallbladder
epiglottitis,epiglottis,mastitis,breast
epiglottitis,epiglottis,endometritis,uterus
cheilitis,lip,appendicitis,appendix
cheilitis,lip,hepatitis,liver
cheilitis,lip,cholecystitis,gallbladder
cheilitis,lip,mastitis,breast
cheilitis,lip,endometritis,uterus
appendicitis,appendix,hepatitis,liver
appendicitis,appendix,cholecystitis,gallbladder
appendicitis,appendix,mastitis,breast
appendicitis,appendix,endometritis,uterus
hepatitis,liver,cholecystitis,gallbladder
hepatitis,liver,mastitis,breast
hepatitis,liver,endometritis,uterus
cholecystitis,gallbladder,mastitis,breast
cholecystitis,gallbladder,endometritis,uterus
mastitis,breast,endometritis,uterus
#Organ_adjective
gastric,stomach,hepatic,liver
gastric,stomach,splenic,spleen
gastric,stomach,nephrogenic,kidney
gastric,stomach,renal,kidney
gastric,stomach,cardiac,heart
gastric,stomach,vesical,bladder
gastric,stomach,aortic,aorta
gastric,stomach,pulmonary,lung
gastric,stomach,thymic,thymus
gastric,stomach,cephalic,head
gastric,stomach,pancreatic,pancreas
gastric,stomach,ovarian,ovary
gastric,stomach,enteric,intestine
hepatic,liver,splenic,spleen
hepatic,liver,nephrogenic,kidney
hepatic,liver,renal,kidney
hepatic,liver,cardiac,heart
hepatic,liver,vesical,bladder
hepatic,liver,aortic,aorta
hepatic,liver,pulmonary,lung
hepatic,liver,thymic,thymus
hepatic,liver,cephalic,head
hepatic,liver,pancreatic,pancreas
hepatic,liver,ovarian,ovary
hepatic,liver,enteric,intestine
splenic,spleen,nephrogenic,kidney
splenic,spleen,renal,kidney
splenic,spleen,cardiac,heart
splenic,spleen,vesical,bladder
splenic,spleen,aortic,aorta
splenic,spleen,pulmonary,lung
splenic,spleen,thymic,thymus
splenic,spleen,cephalic,head
splenic,spleen,pancreatic,pancreas
splenic,spleen,ovarian,ovary
splenic,spleen,enteric,intestine
nephrogenic,kidney,cardiac,heart
nephrogenic,kidney,vesical,bladder
nephrogenic,kidney,aortic,aorta
nephrogenic,kidney,pulmonary,lung
nephrogenic,kidney,thymic,thymus
nephrogenic,kidney,cephalic,head
nephrogenic,kidney,pancreatic,pancreas
nephrogenic,kidney,ovarian,ovary
nephrogenic,kidney,enteric,intestine
renal,kidney,cardiac,heart
renal,kidney,vesical,bladder
renal,kidney,aortic,aorta
renal,kidney,pulmonary,lung
renal,kidney,thymic,thymus
renal,kidney,cephalic,head
renal,kidney,pancreatic,pancreas
renal,kidney,ovarian,ovary
renal,kidney,enteric,intestine
cardiac,heart,vesical,bladder
cardiac,heart,aortic,aorta
cardiac,heart,pulmonary,lung
cardiac,heart,thymic,thymus
cardiac,heart,cephalic,head
cardiac,heart,pancreatic,pancreas
cardiac,heart,ovarian,ovary
cardiac,heart,enteric,intestine
vesical,bladder,aortic,aorta
vesical,bladder,pulmonary,lung
vesical,bladder,thymic,thymus
vesical,bladder,cephalic,head
vesical,bladder,pancreatic,pancreas
vesical,bladder,ovarian,ovary
vesical,bladder,enteric,intestine
aortic,aorta,pulmonary,lung
aortic,aorta,thymic,thymus
aortic,aorta,cephalic,head
aortic,aorta,pancreatic,pancreas
aortic,aorta,ovarian,ovary
aortic,aorta,enteric,intestine
pulmonary,lung,thymic,thymus
pulmonary,lung,cephalic,head
pulmonary,lung,pancreatic,pancreas
pulmonary,lung,ovarian,ovary
pulmonary,lung,enteric,intestine
thymic,thymus,cephalic,head
thymic,thymus,pancreatic,pancreas
thymic,thymus,ovarian,ovary
thymic,thymus,enteric,intestine
cephalic,head,pancreatic,pancreas
cephalic,head,ovarian,ovary
cephalic,head,enteric,intestine
pancreatic,pancreas,ovarian,ovary
pancreatic,pancreas,enteric,intestine
ovarian,ovary,enteric,intestine
#Surgical_procedures
appendectomy,appendix,lumpectomy,breast
appendectomy,appendix,mastectomy,breast
appendectomy,appendix,cholecystectomy,gallbladder
appendectomy,appendix,oophorectomy,ovary
appendectomy,appendix,colectomy,colon
appendectomy,appendix,hemicolectomy,colon
appendectomy,appendix,gastrectomy,stomach
appendectomy,appendix,pneumonectomy,lung
appendectomy,appendix,hysterectomy,uterus
appendectomy,appendix,prostatectomy,prostate
appendectomy,appendix,tonsillectomy,tonsil
appendectomy,appendix,hepatectomy,liver
appendectomy,appendix,laminectomy,vertebrae
appendectomy,appendix,orchiectomy,testicle
appendectomy,appendix,splenectomy,spleen
appendectomy,appendix,thymectomy,thymus
appendectomy,appendix,vulvectomy,vulva
appendectomy,appendix,nephrectomy,kidney
appendectomy,appendix,cystectomy,bladder
lumpectomy,breast,cholecystectomy,gallbladder
lumpectomy,breast,oophorectomy,ovary
lumpectomy,breast,colectomy,colon
lumpectomy,breast,hemicolectomy,colon
lumpectomy,breast,gastrectomy,stomach
lumpectomy,breast,pneumonectomy,lung
lumpectomy,breast,hysterectomy,uterus
lumpectomy,breast,prostatectomy,prostate
lumpectomy,breast,tonsillectomy,tonsil
lumpectomy,breast,hepatectomy,liver
lumpectomy,breast,laminectomy,vertebrae
lumpectomy,breast,orchiectomy,testicle
lumpectomy,breast,splenectomy,spleen
lumpectomy,breast,thymectomy,thymus
lumpectomy,breast,vulvectomy,vulva
lumpectomy,breast,nephrectomy,kidney
lumpectomy,breast,cystectomy,bladder
mastectomy,breast,cholecystectomy,gallbladder
mastectomy,breast,oophorectomy,ovary
mastectomy,breast,colectomy,colon
mastectomy,breast,hemicolectomy,colon
mastectomy,breast,gastrectomy,stomach
mastectomy,breast,pneumonectomy,lung
mastectomy,breast,hysterectomy,uterus
mastectomy,breast,prostatectomy,prostate
mastectomy,breast,tonsillectomy,tonsil
mastectomy,breast,hepatectomy,liver
mastectomy,breast,laminectomy,vertebrae
mastectomy,breast,orchiectomy,testicle
mastectomy,breast,splenectomy,spleen
mastectomy,breast,thymectomy,thymus
mastectomy,breast,vulvectomy,vulva
mastectomy,breast,nephrectomy,kidney
mastectomy,breast,cystectomy,bladder
cholecystectomy,gallbladder,oophorectomy,ovary
cholecystectomy,gallbladder,colectomy,colon
cholecystectomy,gallbladder,hemicolectomy,colon
cholecystectomy,gallbladder,gastrectomy,stomach
cholecystectomy,gallbladder,pneumonectomy,lung
cholecystectomy,gallbladder,hysterectomy,uterus
cholecystectomy,gallbladder,prostatectomy,prostate
cholecystectomy,gallbladder,tonsillectomy,tonsil
cholecystectomy,gallbladder,hepatectomy,liver
cholecystectomy,gallbladder,laminectomy,vertebrae
cholecystectomy,gallbladder,orchiectomy,testicle
cholecystectomy,gallbladder,splenectomy,spleen
cholecystectomy,gallbladder,thymectomy,thymus
cholecystectomy,gallbladder,vulvectomy,vulva
cholecystectomy,gallbladder,nephrectomy,kidney
cholecystectomy,gallbladder,cystectomy,bladder
oophorectomy,ovary,colectomy,colon
oophorectomy,ovary,hemicolectomy,colon
oophorectomy,ovary,gastrectomy,stomach
oophorectomy,ovary,pneumonectomy,lung
oophorectomy,ovary,hysterectomy,uterus
oophorectomy,ovary,prostatectomy,prostate
oophorectomy,ovary,tonsillectomy,tonsil
oophorectomy,ovary,hepatectomy,liver
oophorectomy,ovary,laminectomy,vertebrae
oophorectomy,ovary,orchiectomy,testicle
oophorectomy,ovary,splenectomy,spleen
oophorectomy,ovary,thymectomy,thymus
oophorectomy,ovary,vulvectomy,vulva
oophorectomy,ovary,nephrectomy,kidney
oophorectomy,ovary,cystectomy,bladder
colectomy,colon,gastrectomy,stomach
colectomy,colon,pneumonectomy,lung
colectomy,colon,hysterectomy,uterus
colectomy,colon,prostatectomy,prostate
colectomy,colon,tonsillectomy,tonsil
colectomy,colon,hepatectomy,liver
colectomy,colon,laminectomy,vertebrae
colectomy,colon,orchiectomy,testicle
colectomy,colon,splenectomy,spleen
colectomy,colon,thymectomy,thymus
colectomy,colon,vulvectomy,vulva
colectomy,colon,nephrectomy,kidney
colectomy,colon,cystectomy,bladder
hemicolectomy,colon,gastrectomy,stomach
hemicolectomy,colon,pneumonectomy,lung
hemicolectomy,colon,hysterectomy,uterus
hemicolectomy,colon,prostatectomy,prostate
hemicolectomy,colon,tonsillectomy,tonsil
hemicolectomy,colon,hepatectomy,liver
hemicolectomy,colon,laminectomy,vertebrae
hemicolectomy,colon,orchiectomy,testicle
hemicolectomy,colon,splenectomy,spleen
hemicolectomy,colon,thymectomy,thymus
hemicolectomy,colon,vulvectomy,vulva
hemicolectomy,colon,nephrectomy,kidney
hemicolectomy,colon,cystectomy,bladder
gastrectomy,stomach,pneumonectomy,lung
gastrectomy,stomach,hysterectomy,uterus
gastrectomy,stomach,prostatectomy,prostate
gastrectomy,stomach,tonsillectomy,tonsil
gastrectomy,stomach,hepatectomy,liver
gastrectomy,stomach,laminectomy,vertebrae
gastrectomy,stomach,orchiectomy,testicle
gastrectomy,stomach,splenectomy,spleen
gastrectomy,stomach,thymectomy,thymus
gastrectomy,stomach,vulvectomy,vulva
gastrectomy,stomach,nephrectomy,kidney
gastrectomy,stomach,cystectomy,bladder
pneumonectomy,lung,hysterectomy,uterus
pneumonectomy,lung,prostatectomy,prostate
pneumonectomy,lung,tonsillectomy,tonsil
pneumonectomy,lung,hepatectomy,liver
pneumonectomy,lung,laminectomy,vertebrae
pneumonectomy,lung,orchiectomy,testicle
pneumonectomy,lung,splenectomy,spleen
pneumonectomy,lung,thymectomy,thymus
pneumonectomy,lung,vulvectomy,vulva
pneumonectomy,lung,nephrectomy,kidney
pneumonectomy,lung,cystectomy,bladder
hysterectomy,uterus,prostatectomy,prostate
hysterectomy,uterus,tonsillectomy,tonsil
hysterectomy,uterus,hepatectomy,liver
hysterectomy,uterus,laminectomy,vertebrae
hysterectomy,uterus,orchiectomy,testicle
hysterectomy,uterus,splenectomy,spleen
hysterectomy,uterus,thymectomy,thymus
hysterectomy,uterus,vulvectomy,vulva
hysterectomy,uterus,nephrectomy,kidney
hysterectomy,uterus,cystectomy,bladder
prostatectomy,prostate,tonsillectomy,tonsil
prostatectomy,prostate,hepatectomy,liver
prostatectomy,prostate,laminectomy,vertebrae
prostatectomy,prostate,orchiectomy,testicle
prostatectomy,prostate,splenectomy,spleen
prostatectomy,prostate,thymectomy,thymus
prostatectomy,prostate,vulvectomy,vulva
prostatectomy,prostate,nephrectomy,kidney
prostatectomy,prostate,cystectomy,bladder
tonsillectomy,tonsil,hepatectomy,liver
tonsillectomy,tonsil,laminectomy,vertebrae
tonsillectomy,tonsil,orchiectomy,testicle
tonsillectomy,tonsil,splenectomy,spleen
tonsillectomy,tonsil,thymectomy,thymus
tonsillectomy,tonsil,vulvectomy,vulva
tonsillectomy,tonsil,nephrectomy,kidney
tonsillectomy,tonsil,cystectomy,bladder
hepatectomy,liver,laminectomy,vertebrae
hepatectomy,liver,orchiectomy,testicle
hepatectomy,liver,splenectomy,spleen
hepatectomy,liver,thymectomy,thymus
hepatectomy,liver,vulvectomy,vulva
hepatectomy,liver,nephrectomy,kidney
hepatectomy,liver,cystectomy,bladder
laminectomy,vertebrae,orchiectomy,testicle
laminectomy,vertebrae,splenectomy,spleen
laminectomy,vertebrae,thymectomy,thymus
laminectomy,vertebrae,vulvectomy,vulva
laminectomy,vertebrae,nephrectomy,kidney
laminectomy,vertebrae,cystectomy,bladder
orchiectomy,testicle,splenectomy,spleen
orchiectomy,testicle,thymectomy,thymus
orchiectomy,testicle,vulvectomy,vulva
orchiectomy,testicle,nephrectomy,kidney
orchiectomy,testicle,cystectomy,bladder
splenectomy,spleen,thymectomy,thymus
splenectomy,spleen,vulvectomy,vulva
splenectomy,spleen,nephrectomy,kidney
splenectomy,spleen,cystectomy,bladder
thymectomy,thymus,vulvectomy,vulva
thymectomy,thymus,nephrectomy,kidney
thymectomy,thymus,cystectomy,bladder
vulvectomy,vulva,nephrectomy,kidney
vulvectomy,vulva,cystectomy,bladder
nephrectomy,kidney,cystectomy,bladder
#Tumor_origin
meningioma,meninges,medulloblastoma,brain
meningioma,meninges,astrocytoma,brain
meningioma,meninges,osteosarcoma,bone
meningioma,meninges,osteoma,bone
meningioma,meninges,neproblastoma,kidney
meningioma,meninges,hypernephroma,kidney
meningioma,meninges,myxoma,heart
meningioma,meninges,insulinoma,pancreas
meningioma,meninges,craniopharyngioma,pituitary
meningioma,meninges,prolactinoma,pituitary
meningioma,meninges,thymoma,thymus
meningioma,meninges,mesothelioma,mesothelium
